3 MONTHS REVIEW HIV,3,HIV,HIV
TBCF TREATMENT AFTER LOST 45 54 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 45 54 M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 5 14 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 5 14 M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 55 64 F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 55 64 M,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 65+ F,TBCF,TB,HIV
TBCF TREATMENT AFTER LOST 65+ M,TBCF,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 15 14 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 64+> MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART B4 TREATMENT AGE 65+> MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 15 14 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED ART WHILE ON TREATMENT AGE 65+> MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 44 54 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC STARTED CPT AGE 65+> MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC TB CASES REGISTERED AGE 65+> MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART 15 24 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 54 64 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ART AGE 65+> MALE,TBHIVC,TB,HIV
TBHIVC TOTAL ON ARTT AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED AGE 65+> MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 0 4 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 0 4 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 15 24 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 15 24 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 25 34 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 25 34 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 35 44 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 35 44 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 45 54 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 45 54 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 455 4 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 5 14 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 5 14 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 55 64 FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 55 64 MALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 65+> FEMALE,TBHIVC,TB,HIV
TBHIVC TOTAL TESTED POSITIVE AGE 65+> MALE,TBHIVC,TB,HIV
TBTO EPTB DEFAULT FEMALE,TBTO,TB,HIV
TBTO EPTB DEFAULT MALE,TBTO,TB,HIV
TBTO EPTB DIED FEMALE,TBTO,TB,HIV
TBTO EPTB DIED MALE,TBTO,TB,HIV
TBTO EPTB NO EVAL FEMALE,TBTO,TB,HIV
TBTO EPTB NO EVAL MALE,TBTO,TB,HIV
TBTO EPTB NO NOTIF FEMALE,TBTO,TB,HIV
TBTO EPTB NO NOTIF MALE,TBTO,TB,HIV
TBTO EPTB RX COMPX FEMALE,TBTO,TB,HIV
TBTO EPTB RX COMPX MALE,TBTO,TB,HIV
TBTO EPTB T O FEMALE,TBTO,TB,HIV
TBTO EPTB T O MALE,TBTO,TB,HIV
TBTO OTHER DEFAULT FEMALE,TBTO,TB,HIV
TBTO OTHER DEFAULT MALE,TBTO,TB,HIV
TBTO OTHER DIED FEMALE,TBTO,TB,HIV
TBTO OTHER DIED MALE,TBTO,TB,HIV
TBTO OTHER NO EVAL FEMALE,TBTO,TB,HIV
TBTO OTHER NO EVAL MALE,TBTO,TB,HIV
TBTO OTHER NO NOTIF FEMALE,TBTO,TB,HIV
TBTO OTHER NO NOTIF MALE,TBTO,TB,HIV
TBTO OTHER RX COMPX FEMALE,TBTO,TB,HIV
TBTO OTHER RX COMPX MALE,TBTO,TB,HIV
TBTO OTHER T O FEMALE,TBTO,TB,HIV
TBTO OTHER T OT MALE,TBTO,TB,HIV
TBTO RELAPSE CURED FEMALE,TBTO,TB,HIV
TBTO RELAPSE CURED MALE,TBTO,TB,HIV
TBTO RELAPSE DEFAULT FEMALE,TBTO,TB,HIV
TBTO RELAPSE DEFAULT MALE,TBTO,TB,HIV
TBTO RELAPSE DIED FEMALE,TBTO,TB,HIV
TBTO RELAPSE DIED MALE,TBTO,TB,HIV
TBTO RELAPSE FAILURE FEMALE,TBTO,TB,HIV
TBTO RELAPSE FAILURE MALE,TBTO,TB,HIV
TBTO RELAPSE NO EVAL FEMALE,TBTO,TB,HIV
TBTO RELAPSE NO EVAL MALE,TBTO,TB,HIV
TBTO RELAPSE NO NOTIF FEMALE,TBTO,TB,HIV
TBTO RELAPSE NO NOTIF MALE,TBTO,TB,HIV
TBTO RELAPSE RX COMPX FEMALE,TBTO,TB,HIV
TBTO RELAPSE RX COMPX MALE,TBTO,TB,HIV
TBTO RELAPSE T O FEMALE,TBTO,TB,HIV
TBTO RELAPSE T O MALE,TBTO,TB,HIV
TBTO RX AD CURED FEMALE,TBTO,TB,HIV
TBTO RX AD CURED MALE,TBTO,TB,HIV
TBTO RX AD DEFAULT FEMALE,TBTO,TB,HIV
TBTO RX AD DEFAULT MALE,TBTO,TB,HIV
TBTO RX AD DIED FEMALE,TBTO,TB,HIV
TBTO RX AD DIED MALE,TBTO,TB,HIV
TBTO RX AD FAILURE FEMALE,TBTO,TB,HIV
TBTO RX AD FAILURE MALE,TBTO,TB,HIV
TBTO RX AD NOEVAL FEMALE,TBTO,TB,HIV
TBTO RX AD NOEVAL MALE,TBTO,TB,HIV
TBTO RX AD NO NOTIF FEMALE,TBTO,TB,HIV
TBTO RX AD NO NOTIF MALE,TBTO,TB,HIV
TBTO RX AD RX COMPX FEMALE,TBTO,TB,HIV
TBTO RX AD RX COMPX MALE,TBTO,TB,HIV
TBTO RX AD T O FEMALE,TBTO,TB,HIV
TBTO RX AD T O MALE,TBTO,TB,HIV
TBTO RX AF CURED FEMALE,TBTO,TB,HIV
TBTO RX AF CURED MALE,TBTO,TB,HIV
TBTO RX AF DEFAULT FEMALE,TBTO,TB,HIV
TBTO RX AF DEFAULT MALE,TBTO,TB,HIV
TBTO RX AF DIED FEMALE,TBTO,TB,HIV
TBTO RX AF DIED MALE,TBTO,TB,HIV
TBTO RX AF FAILURE FEMALE,TBTO,TB,HIV
TBTO RX AF FAILURE MALE,TBTO,TB,HIV
TBTO RX AF NO EVAL FEMALE,TBTO,TB,HIV
TBTO RX AF NO EVAL MALE,TBTO,TB,HIV
TBTO RX AF NO NOTIF FEMALE,TBTO,TB,HIV
TBTO RX AF NO NOTIF MALE,TBTO,TB,HIV
TBTO RX AF RX COMPX FEMALE,TBTO,TB,HIV
TBTO RX AF RX COMPX MALE,TBTO,TB,HIV
TBTO RX AF T O FEMALE,TBTO,TB,HIV
TBTO RX AF T O MALE,TBTO,TB,HIV
TBTO SM+VE CURED FEMALE,TBTO,TB,HIV
TBTO SM+VE CURED MALE,TBTO,TB,HIV
TBTO SM VE DEFAULT FEMALE,TBTO,TB,HIV
TBTO SM+VE DEFAULT FEMALE,TBTO,TB,HIV
TBTO SM+VE DEFAULT MALE,TBTO,TB,HIV
TBTO SM VE DIED FEMALE,TBTO,TB,HIV
TBTO SM+VE DIED FEMALE,TBTO,TB,HIV
TBTO SM VE DIED MALE,TBTO,TB,HIV
TBTO SM+VE DIED MALE,TBTO,TB,HIV
TBTO SM VE DIEFAULT MALE,TBTO,TB,HIV
TBTO SM+VE FAILURE FEMALE,TBTO,TB,HIV
TBTO SM+VE FAILURE MALE,TBTO,TB,HIV
TBTO SM VE NO EVAL FEMALE,TBTO,TB,HIV
TBTO SM+VE NO EVAL FEMALE,TBTO,TB,HIV
TBTO SM VE NO EVAL MALE,TBTO,TB,HIV
TBTO SM+VE NO EVAL MALE,TBTO,TB,HIV
TBTO SM VE NO NOTIF FEMALE,TBTO,TB,HIV
TBTO SM+VE NO NOTIF FEMALE,TBTO,TB,HIV
TBTO SM VE NO NOTIF MALE,TBTO,TB,HIV
TBTO SM+VE NONOTIF MALE,TBTO,TB,HIV
TBTO SM VE RX COMPX FEMALE,TBTO,TB,HIV
TBTO SM+VE RXCOMPX FEMALE,TBTO,TB,HIV
TBTO SM VE RX COMPX MALE,TBTO,TB,HIV
TBTO SM+VE RXCOMPX MALE,TBTO,TB,HIV
TBTO SM VE T O FEMALE,TBTO,TB,HIV
TBTO SM+VE T O FEMALE,TBTO,TB,HIV
TBTO SM VE T O MALE,TBTO,TB,HIV
TBTO SM+VE T O MALE,TBTO,TB,HIV
TBUA CONTRIBUTION TO CASE FIND FEMALE,TBUA,TB,HIV
TBUA CONTRIBUTION TO CASE FIND MALE,TBUA,TB,HIV
TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT MALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB MALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB MALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW MALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS MALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB MALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS SCREENED FEMALE,TBUA,TB,HIV
TBUA NUMBER OF CONTACTS SCREENED MALE,TBUA,TB,HIV
TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS MALE,TBUA,TB,HIV
TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN FEMALE,TBUA,TB,HIV
TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN MALE,TBUA,TB,HIV
TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS MALE,TBUA,TB,HIV
TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES FEMALE,TBUA,TB,HIV
TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES  MALE,TBUA,TB,HIV
TBUA NUMBER OF PRIVATE PRACTIONERS INVOLVED IN TB CONTROL ACTIVITIES,TBUA,TB,HIV
TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS MALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN FEMALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN MALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS MALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN FEMALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN MALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS MALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS MALE,TBUA,TB,HIV
TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS FEMALE,TBUA,TB,HIV
TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS MALE,TBUA,TB,HIV
TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV FEMALE,TBUA,TB,HIV
TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV MALE,TBUA,TB,HIV
TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE FEMALE,TBUA,TB,HIV
TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE MALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF HEALTH,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS FEMALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS MALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS FEMALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS MALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE FEMALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE MALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SPUTUM,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS FEMALE,TBUA,TB,HIV
TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS MALE,TBUA,TB,HIV
TBUA TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS FEMALE,TBUA,TB,HIV
TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB FEMALE,TBUA,TB,HIV
TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB MALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS FEMALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS MALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF PRIVATE PRACTIONERS IN THE DISTRICT ZONE MALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF PRIVATE PRACTITIONERS IN THE DISTRICT ZONE FEMALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED FEMALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS FEMALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS MALE,TBUA,TB,HIV
TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED MALE,TBUA,TB,HIV
TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED FEMALE,TBUA,TB,HIV
TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED MALE,TBUA,TB,HIV
TO RELASPE CURED FEMALE,TO,TO,NULL
TO RELASPE CURED MALE,TO,TO,NULL
TO RELASPE DEFAULT FEMALE,TO,TO,NULL
TO RELASPE DEFAULT MALE,TO,TO,NULL
TO RELASPE DIED FEMALE,TO,TO,NULL
TO RELASPE DIED MALE,TO,TO,NULL
TO RELASPE FAILURE FEMALE,TO,TO,NULL
TO RELASPE FAILURE MALE,TO,TO,NULL
TO RELASPE NO EVAL MALE,TO,TO,NULL
TO RELASPE NOEVAL MALE,TO,TO,NULL
TO RELASPE NO NOTIF MALE,TO,TO,NULL
TO RELASPE RX COMPX FEMALE,TO,TO,NULL
TO RELASPE RX COMPX MALE,TO,TO,NULL
TO RELASPE T O FEMALE,TO,TO,NULL
TO RELASPE T O MALE,TO,TO,NULL
TO SM VE CURED FEMALE,TO,TO,NULL
TO SM+VE CURED FEMALE,TO,TO,NULL
TO SM VE CURED MALE,TO,TO,NULL
TO SM VE CURED MALE,TO,TO,NULL
TO SM+VE CURED MALE,TO,TO,NULL
TO SM+VE DEFAULT FEMALE,TO,TO,NULL
TO SM+VE DEFAULT MALE,TO,TO,NULL
TO SM+VE DIED FEMALE,TO,TO,NULL
TO SM+VE DIED MALE,TO,TO,NULL
TO SM VE FAILURE FEMALE,TO,TO,NULL
TO SM+VE FAILURE FEMALE,TO,TO,NULL
TO SM VE FAILURE MALE,TO,TO,NULL
TO SM+VE FAILURE MALE,TO,TO,NULL
TO SM+VE FEMALE,TO,TO,NULL
TO SM+VE NO EVAL FEMALE,TO,TO,NULL
TO SM+VE NO EVAL MALE,TO,TO,NULL
TO SM+VE NO NOTIF FEMALE,TO,TO,NULL
TO SM+VE NO NOTIF MALE,TO,TO,NULL
TO SM+VE RX COMPX FEMALE,TO,TO,NULL
TO SM VE RX COMPX MALE,TO,TO,NULL
TO SM+VE RX COMPX MALE,TO,TO,NULL
TO SM+VE T O FEMALE,TO,TO,NULL
TO SM+VE T O MALE,TO,TO,NULL
TOTAL ADMISSIONS,TOTAL,TOTAL,NULL
TOTAL CONCORDANT +VE COUPLES TESTED,TOTAL,TOTAL,NULL
TOTAL DEFAULT  LOST TO FOLLOW UP  F,TOTAL,TOTAL,NULL
TOTAL DIED H,TOTAL,TOTAL,NULL
TOTAL DISCORDANT COUPLES TESTED,TOTAL,TOTAL,NULL
TOTAL MODERATE ADMISSIONS,TOTAL,TOTAL,NULL
TOTAL MODERATE DEFAULT  LOST TO FOLLOW UP  F,TOTAL,TOTAL,NULL
TOTAL MODERATE DIED H,TOTAL,TOTAL,NULL
"TOTAL MODERATE NON RECOVERED  TREATMENT FAILURE ",TOTAL,TOTAL,NULL
TOTAL MODERATE RECOVERED TRANSITIONED  E,TOTAL,TOTAL,NULL
TOTAL MODERATE TOTAL AT THE END OF THE MONTH,TOTAL,TOTAL,NULL
TOTAL MODERATE TOTAL AT THE START OF THE MONTH,TOTAL,TOTAL,NULL
TOTAL MODERATE TOTAL E+F+H+I+J,TOTAL,TOTAL,NULL
