Table,Element
DHIS,TBCF SMEAR NEGATIVE PULMONARY 15 24 M
DHIS,TBCF SMEAR NEGATIVE PULMONARY 25 34 F
DHIS,TBCF SMEAR NEGATIVE PULMONARY 25 34 M
DHIS,TBCF SMEAR NEGATIVE PULMONARY 35 44 F
DHIS,TBCF SMEAR NEGATIVE PULMONARY 35 44 M
DHIS,TBCF SMEAR NEGATIVE PULMONARY 45 54 F
DHIS,TBCF SMEAR NEGATIVE PULMONARY 45 54 M
DHIS,TBCF SMEAR NEGATIVE PULMONARY 5 14 F
DHIS,TBCF SMEAR NEGATIVE PULMONARY 5 14 M
DHIS,TBCF SMEAR NEGATIVE PULMONARY 55 64 F
DHIS,TBCF SMEAR NEGATIVE PULMONARY 55 64 M
DHIS,TBCF SMEAR NEGATIVE PULMONARY 65+ F
DHIS,TBCF SMEAR NEGATIVE PULMONARY 65+ M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 0 4 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 0 4 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 15 24 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 15 24 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 25 34 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 25 34 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 35 44 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 35 44 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 45 54 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 45 54 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 5 14 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 5 14 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 55 64 F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 55 64 M
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 65+ F
DHIS,TBCF SMEAR POSITIVE PULMONARY NEW CASES 65+ M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 0 4 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 0 4 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 15 24 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 15 24 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 25 34 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 25 34 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 35 44 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 35 44 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 45 54 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 45 54 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 5 14 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 5 14 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 55 64 F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 55 64 M
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 65+ F
DHIS,TBCF SMEAR POSITIVE PULMONARY RELAPSES 65+ M
DHIS,TBCF TREATMENT AFTER FAILURE 0 4 F
DHIS,TBCF TREATMENT AFTER FAILURE 0 4 M
DHIS,TBCF TREATMENT AFTER FAILURE 15 24 F
DHIS,TBCF TREATMENT AFTER FAILURE 15 24 M
DHIS,TBCF TREATMENT AFTER FAILURE 25 34 F
DHIS,TBCF TREATMENT AFTER FAILURE 25 34 M
DHIS,TBCF TREATMENT AFTER FAILURE 35 44 F
DHIS,TBCF TREATMENT AFTER FAILURE 35 44 M
DHIS,TBCF TREATMENT AFTER FAILURE 45 54 F
DHIS,TBCF TREATMENT AFTER FAILURE 45 54 M
DHIS,TBCF TREATMENT AFTER FAILURE 5 14 F
DHIS,TBCF TREATMENT AFTER FAILURE 5 14 M
DHIS,TBCF TREATMENT AFTER FAILURE 55 64 F
DHIS,TBCF TREATMENT AFTER FAILURE 55 64 M
DHIS,TBCF TREATMENT AFTER FAILURE 65+ F
DHIS,TBCF TREATMENT AFTER FAILURE 65+ M
DHIS,TBCF TREATMENT AFTER LOST 0 4 F
DHIS,TBCF TREATMENT AFTER LOST 0 4 M
DHIS,TBCF TREATMENT AFTER LOST 15 24 F
DHIS,TBCF TREATMENT AFTER LOST 15 24 M
DHIS,TBCF TREATMENT AFTER LOST 25 34 F
DHIS,TBCF TREATMENT AFTER LOST 25 34 M
DHIS,TBCF TREATMENT AFTER LOST 35 44 F
DHIS,TBCF TREATMENT AFTER LOST 35 44 M
DHIS,TBCF TREATMENT AFTER LOST 45 54 F
DHIS,TBCF TREATMENT AFTER LOST 45 54 M
DHIS,TBCF TREATMENT AFTER LOST 5 14 F
DHIS,TBCF TREATMENT AFTER LOST 5 14 M
DHIS,TBCF TREATMENT AFTER LOST 55 64 F
DHIS,TBCF TREATMENT AFTER LOST 55 64 M
DHIS,TBCF TREATMENT AFTER LOST 65+ F
DHIS,TBCF TREATMENT AFTER LOST 65+ M
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 0 4 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 0 4 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 15 14 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 15 24 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 15 24 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 25 34 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 25 34 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 35 44 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 35 44 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 45 54 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 45 54 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 5 14 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 5 14 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 55 64 FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 55 64 MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 64+> MALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 65+> FEMALE
DHIS,TBHIVC STARTED ART B4 TREATMENT AGE 65+> MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 0 4 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 0 4 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 15 14 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 15 24 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 15 24 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 25 34 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 25 34 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 35 44 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 35 44 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 45 54 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 45 54 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 5 14 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 5 14 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 55 64 FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 55 64 MALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 65+> FEMALE
DHIS,TBHIVC STARTED ART WHILE ON TREATMENT AGE 65+> MALE
DHIS,TBHIVC STARTED CPT AGE 0 4 FEMALE
DHIS,TBHIVC STARTED CPT AGE 0 4 MALE
DHIS,TBHIVC STARTED CPT AGE 15 24 FEMALE
DHIS,TBHIVC STARTED CPT AGE 15 24 MALE
DHIS,TBHIVC STARTED CPT AGE 25 34 FEMALE
DHIS,TBHIVC STARTED CPT AGE 25 34 MALE
DHIS,TBHIVC STARTED CPT AGE 35 44 FEMALE
DHIS,TBHIVC STARTED CPT AGE 35 44 MALE
DHIS,TBHIVC STARTED CPT AGE 44 54 FEMALE
DHIS,TBHIVC STARTED CPT AGE 45 54 FEMALE
DHIS,TBHIVC STARTED CPT AGE 45 54 MALE
DHIS,TBHIVC STARTED CPT AGE 5 14 FEMALE
DHIS,TBHIVC STARTED CPT AGE 5 14 MALE
DHIS,TBHIVC STARTED CPT AGE 55 64 FEMALE
DHIS,TBHIVC STARTED CPT AGE 55 64 MALE
DHIS,TBHIVC STARTED CPT AGE 65+> FEMALE
DHIS,TBHIVC STARTED CPT AGE 65+> MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 0 4 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 0 4 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 15 24 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 15 24 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 25 34 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 25 34 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 35 44 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 35 44 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 45 54 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 45 54 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 5 14 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 5 14 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 55 64 FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 55 64 MALE
DHIS,TBHIVC TB CASES REGISTERED AGE 65+> FEMALE
DHIS,TBHIVC TB CASES REGISTERED AGE 65+> MALE
DHIS,TBHIVC TOTAL ON ART 15 24 MALE
DHIS,TBHIVC TOTAL ON ART AGE 0 4 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 0 4 MALE
DHIS,TBHIVC TOTAL ON ART AGE 15 24 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 15 24 MALE
DHIS,TBHIVC TOTAL ON ART AGE 25 34 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 25 34 MALE
DHIS,TBHIVC TOTAL ON ART AGE 35 44 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 35 44 MALE
DHIS,TBHIVC TOTAL ON ART AGE 45 54 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 45 54 MALE
DHIS,TBHIVC TOTAL ON ART AGE 5 14 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 5 14 MALE
DHIS,TBHIVC TOTAL ON ART AGE 54 64 MALE
DHIS,TBHIVC TOTAL ON ART AGE 55 64 FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 55 64 MALE
DHIS,TBHIVC TOTAL ON ART AGE 65+> FEMALE
DHIS,TBHIVC TOTAL ON ART AGE 65+> MALE
DHIS,TBHIVC TOTAL ON ARTT AGE 0 4 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 0 4 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 0 4 MALE
DHIS,TBHIVC TOTAL TESTED AGE 15 24 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 15 24 MALE
DHIS,TBHIVC TOTAL TESTED AGE 25 34 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 25 34 MALE
DHIS,TBHIVC TOTAL TESTED AGE 35 44 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 35 44 MALE
DHIS,TBHIVC TOTAL TESTED AGE 45 54 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 45 54 MALE
DHIS,TBHIVC TOTAL TESTED AGE 5 14 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 5 14 MALE
DHIS,TBHIVC TOTAL TESTED AGE 55 64 FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 55 64 MALE
DHIS,TBHIVC TOTAL TESTED AGE 65+> FEMALE
DHIS,TBHIVC TOTAL TESTED AGE 65+> MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 0 4 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 0 4 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 15 24 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 15 24 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 25 34 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 25 34 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 35 44 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 35 44 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 45 54 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 45 54 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 455 4 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 5 14 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 5 14 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 55 64 FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 55 64 MALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 65+> FEMALE
DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 65+> MALE
DHIS,TBTO EPTB DEFAULT FEMALE
DHIS,TBTO EPTB DEFAULT MALE
DHIS,TBTO EPTB DIED FEMALE
DHIS,TBTO EPTB DIED MALE
DHIS,TBTO EPTB NO EVAL FEMALE
DHIS,TBTO EPTB NO EVAL MALE
DHIS,TBTO EPTB NO NOTIF FEMALE
DHIS,TBTO EPTB NO NOTIF MALE
DHIS,TBTO EPTB RX COMPX FEMALE
DHIS,TBTO EPTB RX COMPX MALE
DHIS,TBTO EPTB T O FEMALE
DHIS,TBTO EPTB T O MALE
DHIS,TBTO OTHER DEFAULT FEMALE
DHIS,TBTO OTHER DEFAULT MALE
DHIS,TBTO OTHER DIED FEMALE
DHIS,TBTO OTHER DIED MALE
DHIS,TBTO OTHER NO EVAL FEMALE
DHIS,TBTO OTHER NO EVAL MALE
DHIS,TBTO OTHER NO NOTIF FEMALE
DHIS,TBTO OTHER NO NOTIF MALE
DHIS,TBTO OTHER RX COMPX FEMALE
DHIS,TBTO OTHER RX COMPX MALE
DHIS,TBTO OTHER T O FEMALE
DHIS,TBTO OTHER T OT MALE
DHIS,TBTO RELAPSE CURED FEMALE
DHIS,TBTO RELAPSE CURED MALE
DHIS,TBTO RELAPSE DEFAULT FEMALE
DHIS,TBTO RELAPSE DEFAULT MALE
DHIS,TBTO RELAPSE DIED FEMALE
DHIS,TBTO RELAPSE DIED MALE
DHIS,TBTO RELAPSE FAILURE FEMALE
DHIS,TBTO RELAPSE FAILURE MALE
DHIS,TBTO RELAPSE NO EVAL FEMALE
DHIS,TBTO RELAPSE NO EVAL MALE
DHIS,TBTO RELAPSE NO NOTIF FEMALE
DHIS,TBTO RELAPSE NO NOTIF MALE
DHIS,TBTO RELAPSE RX COMPX FEMALE
DHIS,TBTO RELAPSE RX COMPX MALE
DHIS,TBTO RELAPSE T O FEMALE
DHIS,TBTO RELAPSE T O MALE
DHIS,TBTO RX AD CURED FEMALE
DHIS,TBTO RX AD CURED MALE
DHIS,TBTO RX AD DEFAULT FEMALE
DHIS,TBTO RX AD DEFAULT MALE
DHIS,TBTO RX AD DIED FEMALE
DHIS,TBTO RX AD DIED MALE
DHIS,TBTO RX AD FAILURE FEMALE
DHIS,TBTO RX AD FAILURE MALE
DHIS,TBTO RX AD NO NOTIF FEMALE
DHIS,TBTO RX AD NO NOTIF MALE
DHIS,TBTO RX AD NOEVAL FEMALE
DHIS,TBTO RX AD NOEVAL MALE
DHIS,TBTO RX AD RX COMPX FEMALE
DHIS,TBTO RX AD RX COMPX MALE
DHIS,TBTO RX AD T O FEMALE
DHIS,TBTO RX AD T O MALE
DHIS,TBTO RX AF CURED FEMALE
DHIS,TBTO RX AF CURED MALE
DHIS,TBTO RX AF DEFAULT FEMALE
DHIS,TBTO RX AF DEFAULT MALE
DHIS,TBTO RX AF DIED FEMALE
DHIS,TBTO RX AF DIED MALE
DHIS,TBTO RX AF FAILURE FEMALE
DHIS,TBTO RX AF FAILURE MALE
DHIS,TBTO RX AF NO EVAL FEMALE
DHIS,TBTO RX AF NO EVAL MALE
DHIS,TBTO RX AF NO NOTIF FEMALE
DHIS,TBTO RX AF NO NOTIF MALE
DHIS,TBTO RX AF RX COMPX FEMALE
DHIS,TBTO RX AF RX COMPX MALE
DHIS,TBTO RX AF T O FEMALE
DHIS,TBTO RX AF T O MALE
DHIS,TBTO SM VE DEFAULT FEMALE
DHIS,TBTO SM VE DIED FEMALE
DHIS,TBTO SM VE DIED MALE
DHIS,TBTO SM VE DIEFAULT MALE
DHIS,TBTO SM VE NO EVAL FEMALE
DHIS,TBTO SM VE NO EVAL MALE
DHIS,TBTO SM VE NO NOTIF FEMALE
DHIS,TBTO SM VE NO NOTIF MALE
DHIS,TBTO SM VE RX COMPX FEMALE
DHIS,TBTO SM VE RX COMPX MALE
DHIS,TBTO SM VE T O FEMALE
DHIS,TBTO SM VE T O MALE
DHIS,TBTO SM+VE CURED FEMALE
DHIS,TBTO SM+VE CURED MALE
DHIS,TBTO SM+VE DEFAULT FEMALE
DHIS,TBTO SM+VE DEFAULT MALE
DHIS,TBTO SM+VE DIED FEMALE
DHIS,TBTO SM+VE DIED MALE
DHIS,TBTO SM+VE FAILURE FEMALE
DHIS,TBTO SM+VE FAILURE MALE
DHIS,TBTO SM+VE NO EVAL FEMALE
DHIS,TBTO SM+VE NO EVAL MALE
DHIS,TBTO SM+VE NO NOTIF FEMALE
DHIS,TBTO SM+VE NONOTIF MALE
DHIS,TBTO SM+VE RXCOMPX FEMALE
DHIS,TBTO SM+VE RXCOMPX MALE
DHIS,TBTO SM+VE T O FEMALE
DHIS,TBTO SM+VE T O MALE
DHIS,TBUA CONTRIBUTION TO CASE FIND FEMALE
DHIS,TBUA CONTRIBUTION TO CASE FIND MALE
DHIS,TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT FEMALE
DHIS,TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT MALE
DHIS,TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB FEMALE
DHIS,TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB MALE
DHIS,TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB FEMALE
DHIS,TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB MALE
DHIS,TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW FEMALE
DHIS,TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW MALE
DHIS,TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS FEMALE
DHIS,TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS MALE
DHIS,TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB FEMALE
DHIS,TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB MALE
DHIS,TBUA NUMBER OF CONTACTS SCREENED FEMALE
DHIS,TBUA NUMBER OF CONTACTS SCREENED MALE
DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS FEMALE
DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS MALE
DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN FEMALE
DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN MALE
DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS FEMALE
DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS MALE
DHIS,TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES  MALE
DHIS,TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES FEMALE
DHIS,TBUA NUMBER OF PRIVATE PRACTIONERS INVOLVED IN TB CONTROL ACTIVITIES
DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS MALE
DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN FEMALE
DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN MALE
DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS FEMALE
DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS MALE
DHIS,TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN FEMALE
DHIS,TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN MALE
DHIS,TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS FEMALE
DHIS,TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS MALE
DHIS,TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS FEMALE
DHIS,TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS MALE
DHIS,TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS FEMALE
DHIS,TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS MALE
DHIS,TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV FEMALE
DHIS,TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV MALE
DHIS,TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE FEMALE
DHIS,TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE MALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF HEALTH
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS FEMALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS MALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS FEMALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS MALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE FEMALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE MALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SPUTUM
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS FEMALE
DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS MALE
DHIS,TBUA TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS FEMALE
DHIS,TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB FEMALE
DHIS,TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB MALE
DHIS,TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS FEMALE
DHIS,TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS MALE
DHIS,TBUA TOTAL NUMBER OF PRIVATE PRACTIONERS IN THE DISTRICT ZONE MALE
DHIS,TBUA TOTAL NUMBER OF PRIVATE PRACTITIONERS IN THE DISTRICT ZONE FEMALE
DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED FEMALE
DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS FEMALE
DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS MALE
DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED MALE
DHIS,TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED FEMALE
DHIS,TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED MALE
DHIS,TO RELASPE CURED FEMALE
DHIS,TO RELASPE CURED MALE
DHIS,TO RELASPE DEFAULT FEMALE
DHIS,TO RELASPE DEFAULT MALE
DHIS,TO RELASPE DIED FEMALE
DHIS,TO RELASPE DIED MALE
DHIS,TO RELASPE FAILURE FEMALE
DHIS,TO RELASPE FAILURE MALE
DHIS,TO RELASPE NO EVAL MALE
DHIS,TO RELASPE NO NOTIF MALE
DHIS,TO RELASPE NOEVAL MALE
DHIS,TO RELASPE RX COMPX FEMALE
DHIS,TO RELASPE RX COMPX MALE
DHIS,TO RELASPE T O FEMALE
DHIS,TO RELASPE T O MALE
DHIS,TO SM VE CURED FEMALE
DHIS,TO SM VE CURED MALE
DHIS,TO SM VE FAILURE FEMALE
DHIS,TO SM VE FAILURE MALE
DHIS,TO SM VE RX COMPX MALE
DHIS,TO SM+VE CURED FEMALE
DHIS,TO SM+VE CURED MALE
DHIS,TO SM+VE DEFAULT FEMALE
DHIS,TO SM+VE DEFAULT MALE
DHIS,TO SM+VE DIED FEMALE
DHIS,TO SM+VE DIED MALE
DHIS,TO SM+VE FAILURE FEMALE
DHIS,TO SM+VE FAILURE MALE
DHIS,TO SM+VE FEMALE
DHIS,TO SM+VE NO EVAL FEMALE
DHIS,TO SM+VE NO EVAL MALE
DHIS,TO SM+VE NO NOTIF FEMALE
DHIS,TO SM+VE NO NOTIF MALE
DHIS,TO SM+VE RX COMPX FEMALE
DHIS,TO SM+VE RX COMPX MALE
DHIS,TO SM+VE T O FEMALE
DHIS,TO SM+VE T O MALE
DHIS,TOTAL ADMISSIONS
DHIS,TOTAL CONCORDANT +VE COUPLES TESTED
DHIS,TOTAL DEFAULT  LOST TO FOLLOW UP  F
DHIS,TOTAL DIED H
DHIS,TOTAL DISCORDANT COUPLES TESTED
DHIS,TOTAL MODERATE ADMISSIONS
DHIS,TOTAL MODERATE DEFAULT  LOST TO FOLLOW UP  F
DHIS,TOTAL MODERATE DIED H
DHIS,"TOTAL MODERATE NON RECOVERED  TREATMENT FAILURE "
DHIS,TOTAL MODERATE RECOVERED TRANSITIONED  E
DHIS,TOTAL MODERATE TOTAL AT THE END OF THE MONTH
DHIS,TOTAL MODERATE TOTAL AT THE START OF THE MONTH
DHIS,TOTAL MODERATE TOTAL E+F+H+I+J
DHIS,TOTAL MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY FOOD
DHIS,TOTAL MODERATE TRANSFERRED OUT
DHIS,"TOTAL NON RECOVERED  TREATMENT FAILURE "
DHIS,TOTAL PERSONNEL CURRENTLY AT WORK
DHIS,TOTAL POPULATION
DHIS,TOTAL RECOVERED TRANSITIONED  E
DHIS,TOTAL TOTAL AT THE END OF THE MONTH
DHIS,TOTAL TOTAL AT THE START OF THE MONTH
DHIS,TOTAL TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD
DHIS,TOTAL TOTAL=E+F+H+I+J
