Period,Region Name,District Name,Working Station,HRH Cadre,Position Title,Salary Grade,Establishment,Filled Positions,Variance
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior PBX Operator,N,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Attendants,Senior Head Hospital Attendant,HN,5,4,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Technical Services,Senior Laboratory Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Chitipa District,Kameme Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Pharmacy,Senior Pharmacy Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Allied Health Technical Services,Senior Radiography Technician,HJ,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Administration,Security Guard,P,3,4,-1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Senior Stores Clerk,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Planning & Policy Development,Statistical Clerk,M,1,2,-1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Ward Clerk,M,3,3,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Allied Health Technical Services,Senior Rehabilitation Assistant,HL,1,0,1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Allied Health Professionals,Clinical Officer,HI,12,3,9
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Carpenter/Joiner,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Plumber,M,1,1,0
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Motor Vehicle Driver,N,2,1,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Stores Clerk,L,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Ground Labourer,R,4,7,-3
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Mitundu Community Hospital,Administration,Cook,Q,3,4,-1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Allied Health Professionals,Dental Officer,HI,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Stores Supervisor,J,1,1,0
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,0,1
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Senior Ward Clerk,L,2,0,2
MoH - 2015,South East Region,Machinga District,Nainunje Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Human Resources,Shorthand Typist/Stenographer,K,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Planning & Policy Development,Statistical Clerk,M,8,0,8
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,0,1
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Allied Health Technical Services,Dental Technician,HK,3,2,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Nursing Services,Home Craft Worker,M,3,0,3
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,0,1
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Stores Clerk,M,2,2,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Area 18 Urban Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,2,2,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Senior Health Education Officer,HI,1,0,1
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Accounting,Assistant Accountant,K,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Stores Supervisor,K,1,0,1
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Nursing Services,Home Craft Worker,M,3,1,2
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Administration,Assistant Health Services Administrator,K,1,1,0
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Health Education Officer,HI,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Administration,Catering Assistant,M,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Nursing Services,Chief Nurse Technician,HI,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Allied Health Professionals,Clinical Officer,HI,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Allied Health Professionals,Clinical Technician,HK,2,3,-1
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Human Resources,Copy Typist,M,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,2,-1
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Allied Health Technical Services,Dental Technician,HK,1,2,-1
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Senior Assistant Health Education Officer,HJ,1,0,1
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Attendants,Head Hospital Attendant,HO,6,8,-2
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Nursing Services,Nurse Technician,HK,14,0,14
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,0,2
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,0,2
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Administration,Senior Ward Clerk,L,1,0,1
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Administration,Head Security Guard,O,1,1,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Disease Control and Surveillance Officer,HI,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,0,1
MoH - 2015,Central East Region,Dowa District,Bowe Rural Health Centre,Administration,Security Guard,P,3,1,2
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Administration,Health Services Administrator,I,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Tailor,M,1,0,1
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Nursing Services,Home Craft Worker,M,3,4,-1
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Senior Assistant Disiease Control Officer,HJ,2,0,2
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Ward Clerk,M,10,0,10
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Attendants,Hospital Attendant,HP,14,19,-5
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Attendants,Kitchen Attendant,P,2,8,-6
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Allied Health Technical Services,Laboratory Assistant,HL,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Senior Disease Control and Surveillance Assistant,HL,50,11,39
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Administration,Security Guard,P,3,2,1
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Administration,Motor Vehicle Driver,N,1,2,-1
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Administration,Laundry Attendant,O,3,3,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Administration,Laundry Assistant,M,1,1,0
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Preventive Health Services,Disease Control and Surveillance Assistant,HM,200,101,99
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,South East Region,Machinga District,Nayuchi Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,South East Region,Zomba District,Domasi Community Hospital,Allied Health Professionals,Medical Technician (for Med Ass),HK,2,3,-1
MoH - 2015,South West Region,Chiradzulu District,Chitera Rural Health Centre,Administration,Security Guard,P,3,3,0
