ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.e How often,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level
32101A,DH,3A,MI,0,REG EID,QUARTERLY,Missing Information,0,Early Infant Diagnosis Register,Facility
32101A,DH,3A,MI,0,REG EID,QUARTERLY,Missing Information,0,Early Infant Diagnosis Register,Facility
32101A,DH,3A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,3A,MI,0,REG ANC,QUARTERLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,3A,MI,0,REG FP,QUARTERLY,Missing Information,0,Family Planning Register,Facility
32101A,DH,3A,MI,0,REG FP,QUARTERLY,Missing Information,0,Family Planning Register,Facility
32101A,DH,4A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,4A,MI,0,REG ART,QUARTERLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,4A,MI,0,REG DEFAULTTRAC,QUARTERLY,Missing Information,0,Please see Defaulter Register,Facility
32101A,DH,4A,MI,0,REG DEFAULTTRAC,QUARTERLY,Missing Information,0,Please see Defaulter Register,Facility
32101A,DH,6A,MTCTRANS,0,REG MATERNITY,MONTHLY,Mother To Child Transmission Rate,0,Maternity Register,Facility
32101A,DH,6A,MTCTRANS,0,REG MATERNITY,MONTHLY,Mother To Child Transmission Rate,0,Maternity Register,Facility
32101A,DH,6A,MTCTRANS,0,REG MATERNITY,MONTHLY,Mother To Child Transmission Rate,0,Maternity Register,Facility
32101A,DH,6A,MTCTRANS,0,REG ANC,MONTHLY,Mother To Child Transmission Rate,0,Antenatal Care Register,Facility
32101A,DH,6A,MTCTRANS,0,REG ANC,MONTHLY,Mother To Child Transmission Rate,0,Antenatal Care Register,Facility
32101A,DH,6A,MTCTRANS,0,REG ANC,MONTHLY,Mother To Child Transmission Rate,0,Antenatal Care Register,Facility
32101A,DH,7A,MI,0,REG ART,MONTHLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,7A,MI,0,REG ART,MONTHLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,7A,MI,0,REG ART,MONTHLY,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32101A,DH,7A,MI,0,REG MATERNITY,MONTHLY,Missing Information,0,Maternity Register,Facility
32101A,DH,7A,MI,0,REG MATERNITY,MONTHLY,Missing Information,0,Maternity Register,Facility
32101A,DH,7A,MI,0,REG MATERNITY,MONTHLY,Missing Information,0,Maternity Register,Facility
32101A,DH,7A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,7A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,7A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32101A,DH,7A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,7A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,7A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32101A,DH,7A,MI,0,REG POSTNATAL,MONTHLY,Missing Information,0,Postnatal Register,Facility
32101A,DH,7A,MI,0,REG POSTNATAL,MONTHLY,Missing Information,0,Postnatal Register,Facility
32101A,DH,7A,MI,0,REG POSTNATAL,MONTHLY,Missing Information,0,Postnatal Register,Facility
32102A,DM,1A,TREAT ARV,DRUG SUPPLY,CARD STOCK,3XMONTH,Treatment ART,Drug Supply,Stock Card,Facility
32102A,DM,2A,CD4COUNT,TREATINIT,REG ART,DAILY,CD4 Count,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
32102A,DM,2A,VIRAL,MI,REG ELEC,MI,Viral Load,Missing Information,BOABAB Electronic Register,Facility
32102A,DM,2A,MI,MI,REG CLIN,MI,Missing Information,Missing Information,Clinical Register,Facility
32102A,DM,3A,VIRAL,TREATINIT,REG HTC,DAILY,Viral Load,Treatment Initiation,HIV Testing and Counseling Register,Facility
32102A,DM,3A,VIRAL,TREATINIT,REG HTC,DAILY,Viral Load,Treatment Initiation,HIV Testing and Counseling Register,Facility
32102A,DM,3A,CD4COUNT,MI,REG CD4,MI,CD4 Count,Missing Information,CD4 Count Register,Facility
32102A,DM,3A,MI,MI,REG VIRAL,MI,Missing Information,Missing Information,Viral Load Register,Facility
32102A,DM,4A,DEFAULT,FOLLOWUP,REG ART,MONTHLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,Facility
32102A,DM,4A,MORTALITY,SENS,REG ELEC,MI,Mortality,Sensitization,BOABAB Electronic Register,Facility
32102A,DM,6A,TEST HIVPOS MOTHER,TREATINIT,REG ANC,DAILY,Mothers Tested HIV Positive,Treatment Initiation,Antenatal Care Register,Facility
32102A,DM,6A,MI,MI,REG MATERNITY,MI,Missing Information,Missing Information,Maternity Register,Facility
32102A,DM,6A,MI,MI,REG HTC,MI,Missing Information,Missing Information,HIV Testing and Counseling Register,Facility
32102A,DM,6A,MI,MI,REG EID,MI,Missing Information,Missing Information,Early Infant Diagnosis Register,Facility
32102A,DM,8A,MORTALITY,MENTOR,REG HTC,MONTHLY,Mortality,Mentor,HIV Testing and Counseling Register,Facility
32102A,DM,8A,DEFAULT,MENTOR,REG ART,MI,Defaulters,Mentor,Anti-Retroviral Treatment Register,Facility
32102A,DM,8A,MI,MI,REG ELEC,MI,Missing Information,Missing Information,BOABAB Electronic Register,Facility
32102A,DM,8A,MI,MI,REG ANC,MI,Missing Information,Missing Information,Antenatal Care Register,Facility
32102A,DM,9A,MI,MI,CARD STOCK,MI,Missing Information,Missing Information,Stock Card,Facility
32102A,DM,9A,TEST HIVPOS PREGNANT,PRIORITIZE CLIENT,REG ANC,WEEKLY,Number of pregnant women tested HIV positive,Prioritize Client,Antenatal Care Register,Facility
32102A,DM,9A,TEST HIVPOS PREGNANT,REFER,REG ANC,WEEKLY,Number of pregnant women tested HIV positive,Referral,Antenatal Care Register,Facility
32102A,DM,9A,DRUG SUPPLY,PRIORITIZE CLIENT,REG ANC,WEEKLY,Drug Supply,Prioritize Client,Antenatal Care Register,Facility
32102A,DM,9A,DRUG SUPPLY,REFER,REG ANC,WEEKLY,Drug Supply,Referral,Antenatal Care Register,Facility
32102A,DM,9A,TEST HIVPOS PREGNANT,PRIORITIZE CLIENT,REG HTC,MI,Number of pregnant women tested HIV positive,Prioritize Client,HIV Testing and Counseling Register,Facility
32102A,DM,9A,HIVPOS UNDER,PRIORITIZE CLIENT,REG ELEC,MI,HIV Positive Malnourished,Prioritize Client,BOABAB Electronic Register,Facility
32102A,DM,9A,MI,MI,REG ART,MI,Missing Information,Missing Information,Anti-Retroviral Treatment Register,Facility
32111A,DH,2A,TEST HIV,0,REG ART,MONTHLY,Test HIV,0,Anti-Retroviral Treatment Register,Facility
32111A,DH,2A,TEST HIV,0,REG ART,MONTHLY,Test HIV,0,Anti-Retroviral Treatment Register,Facility
32111A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32111A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32111A,DH,2A,TEST HIV,0,FAC HCC,MONTHLY,Test HIV,0,HIV Care Clinic.  Please see ART Clinic,Facility
32111A,DH,2A,TEST HIV,0,FAC HCC,MONTHLY,Test HIV,0,HIV Care Clinic.  Please see ART Clinic,Facility
32111A,DH,3A,CD4COUNT,0,REG ART,MONTHLY,CD4 Count,0,Anti-Retroviral Treatment Register,Facility
32111A,DH,3A,TEST VIRAL,0,REG HTC,MONTHLY,Test Viral Load,0,HIV Testing and Counseling Register,Facility
32111A,DH,3A,MI,0,REG VCT,MI,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32111A,DH,3A,MI,0,REG EID,MI,Missing Information,0,Early Infant Diagnosis Register,Facility
32111A,DH,4A,MI,0,REG HTC,MI,Missing Information,0,HIV Testing and Counseling Register,Facility
32111A,DH,4A,MI,0,REG DEFAULTTRAC,MI,Missing Information,0,Please see Defaulter Register,Facility
32111A,DH,4A,DEFAULT,0,REG ART,MONTHLY,Defaulters,0,Anti-Retroviral Treatment Register,Facility
32111A,DH,4A,DEFAULT,0,REG ART,MONTHLY,Defaulters,0,Anti-Retroviral Treatment Register,Facility
32111A,DH,6A,DEFAULT PREGNANT,0,REG MATERNITY,MI,Number of pregnant women that default,0,Maternity Register,Facility
32111A,DH,6A,MI,0,REG EID,MI,Missing Information,0,Early Infant Diagnosis Register,Facility
32111A,DH,6A,TREAT ARV MOTHER,0,REG ANC,MONTHLY,Number of mothers on ARV,0,Antenatal Care Register,Facility
32111A,DH,7A,MI,0,RPT HMIS,MONTHLY,Missing Information,0,HMIS Report,Facility
32111A,DH,7A,MI,0,RPT HMIS,MONTHLY,Missing Information,0,HMIS Report,Facility
32112A,DM,1A,TREAT,DRUG SUPPLY,CARD STOCK,DAILY,Patients Treated,Drug Supply,Stock Card,Facility
32112A,DM,1A,TREAT,DRUG SUPPLY,CARD STOCK,DAILY,Patients Treated,Drug Supply,Stock Card,Facility
32112A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
32112A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
32112A,DM,2A,TEST HIVPOS,DRUG SUPPLY,REG HTC,BIWEEKLY,Test HIV Positive,Drug Supply,HIV Testing and Counseling Register,Facility
32112A,DM,2A,TEST HIVPOS,DRUG SUPPLY,REG HTC,BIWEEKLY,Test HIV Positive,Drug Supply,HIV Testing and Counseling Register,Facility
32112A,DM,3A,CD4COUNT,REFER,REG ART,DAILY,CD4 Count,Referral,Anti-Retroviral Treatment Register,Facility
32112A,DM,3A,CD4COUNT,REFER,REG ART,DAILY,CD4 Count,Referral,Anti-Retroviral Treatment Register,Facility
32112A,DM,3A,CD4COUNT,REFER,REG HTC,DAILY,CD4 Count,Referral,HIV Testing and Counseling Register,Facility
32112A,DM,3A,CD4COUNT,REFER,REG HTC,DAILY,CD4 Count,Referral,HIV Testing and Counseling Register,Facility
32112A,DM,4A,DEFAULT,STAFFING,CARD MAS,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,4A,DEFAULT,STAFFING,CARD MAS,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,4A,DEFAULT,STAFFING,CARD MAS,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,4A,DEFAULT,STAFFING,CARD MAS,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,6A,HIVPOS PREGNANT,TREATINIT,REG MATERNITY,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Maternity Register,Facility
32112A,DM,6A,HIVPOS PREGNANT,TREATINIT,REG MATERNITY,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Maternity Register,Facility
32112A,DM,6A,HIVPOS PREGNANT,TREATINIT,REG MATERNITY,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Maternity Register,Facility
32112A,DM,6A,HIVPOS PREGNANT,TREATINIT,REG EID,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Early Infant Diagnosis Register,Facility
32112A,DM,6A,HIVPOS PREGNANT,TREATINIT,REG EID,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Early Infant Diagnosis Register,Facility
32112A,DM,6A,HIVPOS PREGNANT,TREATINIT,REG EID,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Early Infant Diagnosis Register,Facility
32112A,DM,8A,TREAT,STAFFING,REG,2XWEEK,Patients Treated,Staffing/Workload,Register,Facility
32112A,DM,8A,TREAT,STAFFING,REG,2XWEEK,Patients Treated,Staffing/Workload,Register,Facility
32112A,DM,9A,MI,DRUG SUPPLY,CARD STOCK,WEEKLY,Missing Information,Drug Supply,Stock Card,Facility
32112A,DM,9A,MI,DRUG SUPPLY,REG ART,WEEKLY,Missing Information,Drug Supply,Anti-Retroviral Treatment Register,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,1A,NEWINFECT,0,CARD STOCK,MONTHLY,New Infections,0,Stock Card,Facility
32121A,DH,2A,TEST COUNSEL,0,REG VCT,MI,Tested And Counselled,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,2A,TEST COUNSEL,0,REG VCT,MI,Tested And Counselled,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,2A,TEST COUNSEL,0,REG ART,MI,Tested And Counselled,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,2A,TEST COUNSEL,0,REG ART,MI,Tested And Counselled,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,2A,TEST HIVPOS PREGNANT,0,REG VCT,MI,Number of pregnant women tested HIV positive,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,2A,TEST HIVPOS PREGNANT,0,REG VCT,MI,Number of pregnant women tested HIV positive,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,2A,TEST HIVPOS PREGNANT,0,REG ART,MI,Number of pregnant women tested HIV positive,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,2A,TEST HIVPOS PREGNANT,0,REG ART,MI,Number of pregnant women tested HIV positive,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,3A,TREAT ARV,0,REG ART,MONTHLY,Treatment ART,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,3A,TREAT ARV,0,REG VCT,MONTHLY,Treatment ART,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,4A,DEFAULT,0,REG ART,QUARTERLY,Defaulters,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,4A,DEFAULT,0,REG ART,QUARTERLY,Defaulters,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,4A,DEFAULT,0,REG ART,QUARTERLY,Defaulters,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,4A,DEFAULT,0,REG ART,QUARTERLY,Defaulters,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,4A,DEFAULT,0,REG DEFAULTTRAC,QUARTERLY,Defaulters,0,Please see Defaulter Register,Facility
32121A,DH,4A,DEFAULT,0,REG DEFAULTTRAC,QUARTERLY,Defaulters,0,Please see Defaulter Register,Facility
32121A,DH,4A,DEFAULT,0,REG DEFAULTTRAC,QUARTERLY,Defaulters,0,Please see Defaulter Register,Facility
32121A,DH,4A,DEFAULT,0,REG DEFAULTTRAC,QUARTERLY,Defaulters,0,Please see Defaulter Register,Facility
32121A,DH,4A,DEFAULT,0,REG VCT,QUARTERLY,Defaulters,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,4A,DEFAULT,0,REG VCT,QUARTERLY,Defaulters,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,4A,DEFAULT,0,REG VCT,QUARTERLY,Defaulters,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,4A,DEFAULT,0,REG VCT,QUARTERLY,Defaulters,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,WEEKLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,WEEKLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,WEEKLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,WEEKLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG POSTNATAL,WEEKLY,HIV Positive Women Who Deliver,0,Postnatal Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG POSTNATAL,WEEKLY,HIV Positive Women Who Deliver,0,Postnatal Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG POSTNATAL,WEEKLY,HIV Positive Women Who Deliver,0,Postnatal Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG POSTNATAL,WEEKLY,HIV Positive Women Who Deliver,0,Postnatal Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG EID,WEEKLY,HIV Positive Women Who Deliver,0,Early Infant Diagnosis Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG EID,WEEKLY,HIV Positive Women Who Deliver,0,Early Infant Diagnosis Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG EID,WEEKLY,HIV Positive Women Who Deliver,0,Early Infant Diagnosis Register,Facility
32121A,DH,6A,DELIVERY HIVPOS,0,REG EID,WEEKLY,HIV Positive Women Who Deliver,0,Early Infant Diagnosis Register,Facility
32121A,DH,7A,FOLLOWUP,0,FAC HCC,QUARTERLY,Default Followup,0,HIV Care Clinic.  Please see ART Clinic,Facility
32121A,DH,7A,FOLLOWUP,0,FAC HCC,QUARTERLY,Default Followup,0,HIV Care Clinic.  Please see ART Clinic,Facility
32121A,DH,7A,FOLLOWUP,0,FAC HCC,QUARTERLY,Default Followup,0,HIV Care Clinic.  Please see ART Clinic,Facility
32121A,DH,7A,FOLLOWUP,0,REG,QUARTERLY,Default Followup,0,Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG,QUARTERLY,Default Followup,0,Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG,QUARTERLY,Default Followup,0,Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG ART,QUARTERLY,Default Followup,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG ART,QUARTERLY,Default Followup,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG ART,QUARTERLY,Default Followup,0,Anti-Retroviral Treatment Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG DEFAULTTRAC,QUARTERLY,Default Followup,0,Please see Defaulter Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG DEFAULTTRAC,QUARTERLY,Default Followup,0,Please see Defaulter Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG DEFAULTTRAC,QUARTERLY,Default Followup,0,Please see Defaulter Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG VCT,QUARTERLY,Default Followup,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG VCT,QUARTERLY,Default Followup,0,Voluntary Counseling and Testing Register,Facility
32121A,DH,7A,FOLLOWUP,0,REG VCT,QUARTERLY,Default Followup,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,1A,TEST HIVPOS,0,RPT MSF,MONTHLY,Test HIV Positive,0,MSF Report,Facility
32131A,DH,1A,TEST HIVPOS,0,RPT MSF,MONTHLY,Test HIV Positive,0,MSF Report,Facility
32131A,DH,1A,DRUG CONSUMP,0,REG ART,MONTHLY,Drug Consumption,0,Anti-Retroviral Treatment Register,Facility
32131A,DH,2A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,2A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,2A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,2A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,2A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,2A,MI,0,REG VCT,MONTHLY,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,2A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32131A,DH,2A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32131A,DH,2A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32131A,DH,2A,MI,0,REG ANC,MONTHLY,Missing Information,0,Antenatal Care Register,Facility
32131A,DH,3A,MI,0,REG VCT,MI,Missing Information,0,Voluntary Counseling and Testing Register,Facility
32131A,DH,3A,MI,0,REG MATERNITY,MI,Missing Information,0,Maternity Register,Facility
32131A,DH,3A,MI,0,REG ANC,MI,Missing Information,0,Antenatal Care Register,Facility
32131A,DH,3A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,3A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
32131A,DH,4A,MI,0,REG ART,MI,Missing Information,0,Anti-Retroviral Treatment Register,Facility
32131A,DH,4A,DEFAULT,0,REG TREATMENT,WEEKLY,Defaulters,0,Treatment Register,Facility
32131A,DH,6A,TEST HIVPOS PREGNANT,0,REG ANC,WEEKLY,Number of pregnant women tested HIV positive,0,Antenatal Care Register,Facility
32131A,DH,7A,IMPROVE,0,RPT FUCHIA,MONTHLY,Patients Improving,0,FUCHIA Report,Facility
32131A,DH,7A,IMPROVE,0,RPT FUCHIA,MONTHLY,Patients Improving,0,FUCHIA Report,Facility
32132A,DM,1A,TREAT,DRUG SUPPLY,OFF PHARM,BIWEEKLY,Patients Treated,Drug Supply,Pharmacy,Facility
32132A,DM,1A,TREAT,DRUG SUPPLY,OFF PHARM,BIWEEKLY,Patients Treated,Drug Supply,Pharmacy,Facility
32132A,DM,1A,TREAT,DRUG SUPPLY,OFF PHARM,BIWEEKLY,Patients Treated,Drug Supply,Pharmacy,Facility
32132A,DM,1A,NEWINFECTMONTH,DRUG SUPPLY,OFF PHARM,BIWEEKLY,New Infections Per Month,Drug Supply,Pharmacy,Facility
32132A,DM,1A,NEWINFECTMONTH,DRUG SUPPLY,OFF PHARM,BIWEEKLY,New Infections Per Month,Drug Supply,Pharmacy,Facility
32132A,DM,1A,NEWINFECTMONTH,DRUG SUPPLY,OFF PHARM,BIWEEKLY,New Infections Per Month,Drug Supply,Pharmacy,Facility
32132A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,BIWEEKLY,Drug Supply,Drug Supply,Pharmacy,Facility
32132A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,BIWEEKLY,Drug Supply,Drug Supply,Pharmacy,Facility
